,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,scNiche,PRECAST,MENDER_wo_pcs,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
sc_metrics_MsBrainAgingSpatialDonor_1_KNN_acc,0.5804685268069708,0.4721455099514332,0.958003999619084,0.5120464717645938,0.9434339586706028,0.9504809065803256,0.9631463670126654,0.5032377868774403,0.7527854490048567,0.925578516331778,0.9592895914674792,0.9811446528902008,0.9827159318160176,0.9847633558708696,0.5199504809065804,0.5374250071421769,0.980430435196648,0.6190362822588324,0.5664698600133321,0.6090848490619941,0.9785734691934102,0.9023902485477574,0.9419102942576898,0.1449861917912579,0.978287782115989,0.7350728502047424,0.9742881630320922,0.5226645081420817,0.8750595181411294,0.5233787258356347,0.9803352061708408,0.5064755737548805,0.9765260451385582,0.5320445671840777
sc_metrics_MsBrainAgingSpatialDonor_1_KNN_f1,0.253382862335144,0.168372076286925,0.8052212091566595,0.2317764753524174,0.7913725797611906,0.6863063132692905,0.755073834668293,0.1884632225795914,0.4383096987998415,0.7014999832977431,0.721896764207006,0.8056396450721917,0.8250985859219022,0.8284815453959747,0.2020387902324964,0.2530238068724286,0.7869736425138391,0.3142603861408729,0.2750801544413068,0.3112168634086425,0.7966759316300778,0.5962799241357477,0.6708327537419179,0.0860476925905987,0.793211924669852,0.3868713320849249,0.7458065972333632,0.1843575848906236,0.7249789244206332,0.1886295317965096,0.8107928638161572,0.1628248510332395,0.8155747881373141,0.2186765082543621
sc_metrics_MsBrainAgingSpatialDonor_1_LR_acc,0.5894676697457385,0.464717645938482,0.96186077516427,0.510808494429102,0.9328159222931148,0.9695267117417388,0.971145605180459,0.509380059041996,0.8265403294924293,0.930482811160842,0.9648128749642892,0.9817160270450432,0.9807637367869728,0.9864298638224932,0.5341396057518332,0.5427578325873726,0.9780973240643748,0.6248452528330635,0.603894867155509,0.5949433387296448,0.9806685077611657,0.8971050376154652,0.954623369202933,0.2427864012951147,0.9803828206837444,0.6930768498238263,0.9706218455385202,0.5380439958099229,0.8679173412055995,0.5218550614227216,0.9802875916579372,0.4958575373773926,0.9771926483192076,0.546186077516427
sc_metrics_MsBrainAgingSpatialDonor_1_LR_f1,0.2964459333805544,0.1821467134339096,0.7527099035942408,0.280014733434471,0.8019093379413302,0.7854932070783307,0.7390608973175735,0.1943992365881564,0.5428823736637598,0.7218616366170723,0.7131230851168483,0.7611792908772053,0.8060334461701631,0.864256331990357,0.2272363432364318,0.2965434730334179,0.6897686228134385,0.3546049731848383,0.3020186105310424,0.3520508008119114,0.7718870649313434,0.5791926032842469,0.6890575835259176,0.1978093644658148,0.8067110900003173,0.3228357086285066,0.7164428199010353,0.2286650638505141,0.7204531421917135,0.2079119776818202,0.8115329554606963,0.1615890639815574,0.795984084722699,0.2347525546895287
sc_metrics_MsBrainAgingSpatialDonor_1_RF_acc,0.5870393295876584,0.4980478049709551,0.9616227025997524,0.5285687077421198,0.9291019902866394,0.9489572421674126,0.9671936006094658,0.511617941148462,0.770593276830778,0.9462908294448148,0.950147604990001,0.9792876868869632,0.981335110941815,0.9867631654128178,0.5269974288163032,0.5548043043519665,0.9796209884772878,0.6286544138653462,0.5873250166650795,0.6136558423007332,0.971050376154652,0.8932482620702791,0.9403390153318733,0.5894676697457385,0.9793829159127702,0.7455956575564232,0.9743357775449956,0.5326159413389201,0.8782496905056661,0.5183315874678602,0.9793353013998668,0.486334634796686,0.9759546709837158,0.6243214931911246
sc_metrics_MsBrainAgingSpatialDonor_1_RF_f1,0.2589587015264058,0.1751628606687716,0.735107222740668,0.2337875608166368,0.7692374728197755,0.6880183553094438,0.74952287951283,0.1897609216180225,0.4347601192822973,0.7323690518321162,0.7000287444418726,0.7999756140397515,0.8235615441725408,0.8247786831030587,0.2062638220592288,0.2474574665708114,0.804110925400738,0.3246050584558603,0.2676382424279987,0.3216053052084676,0.7294208895481782,0.5999456149326393,0.6791094700071609,0.4012729917245137,0.7798982604650969,0.4049300633669877,0.7433705021171584,0.1819719820071099,0.6872104725351558,0.1924808077153478,0.7933102846673309,0.1723904384085134,0.802848238652644,0.305135744529223
sc_metrics_MsBrainAgingSpatialDonor_4_KNN_acc,0.5975307858321696,0.5356417417798655,0.977561254284626,0.5681414244001524,0.9683889805763616,0.932747238796496,0.9582645677288308,0.5437031864923194,0.7369556937920528,0.928018281071474,0.9593436587533324,0.982607591722737,0.9813063348990732,0.985654436968389,0.5529389361432018,0.5702996064491558,0.9784816554525836,0.6383140789640727,0.5887076298083026,0.6321886505014599,0.975307858321696,0.8990732512377809,0.9644217341627525,0.7637742795480513,0.97886251110829,0.7509838771105751,0.9758791418052558,0.5489716897295925,0.8892662181033388,0.5481465024755617,0.9787990351656722,0.5418941221277136,0.983877110575092,0.556144471245398
sc_metrics_MsBrainAgingSpatialDonor_4_KNN_f1,0.2715829346962677,0.2006384327381785,0.8053382707707891,0.2806603434402429,0.8208238567311603,0.6623746935180006,0.7680783975764108,0.2047249394427632,0.4324132346105208,0.7296694455953041,0.7945051286396999,0.8188222332356692,0.8390676098798345,0.8374611616481259,0.2205994216371404,0.2710150881235152,0.8128372312196659,0.3273883304995711,0.2657355963397436,0.321909828182449,0.7871129606045576,0.5972221268885677,0.7005142607779012,0.4259353692180605,0.814318703183659,0.402384434518712,0.74099725797856,0.2181406567711144,0.7582536831852309,0.2067601368514633,0.809236752798109,0.2129260700704594,0.8342420448754618,0.2364035955774066
sc_metrics_MsBrainAgingSpatialDonor_4_LR_acc,0.6133362955439888,0.5460517963691761,0.9788942490795988,0.5709661038466421,0.9774660403706996,0.9661355846134316,0.971308873936778,0.5547480005078076,0.8098260759172273,0.9358892979560748,0.9645486860479878,0.9816554525834708,0.980100291989336,0.9888282340992764,0.5519867970039355,0.5744890186619271,0.9754348102069316,0.6430430366890948,0.6057826583724768,0.6346324742922432,0.981877618382633,0.8928526088612416,0.9664529643265204,0.85146629427447,0.9797194363336296,0.7009648343277898,0.9726101307604418,0.559921289831154,0.8915513520375777,0.5539862891963946,0.9800685540180272,0.5371016884600737,0.9843531801447252,0.5741081630062207
sc_metrics_MsBrainAgingSpatialDonor_4_LR_f1,0.3029816972409359,0.203502462536651,0.8190568197614059,0.2985251008201576,0.8579321342276269,0.7982888167344717,0.7453882312557263,0.2053676541968714,0.5361824672928495,0.7379396498616383,0.7078320465126583,0.7683203858914008,0.8327076349577953,0.896874313319362,0.2467258476266096,0.3168462842341027,0.6852001733257824,0.3683571106551903,0.2947824753964517,0.3524265825348977,0.8160877765834927,0.5799459944496193,0.6955600927669229,0.4717559562944934,0.8144566794931486,0.3169614269985624,0.7175880328165545,0.2564782639114316,0.7772876082238008,0.2176617928502009,0.8399155774588414,0.1948162459465496,0.8785526081841165,0.2537469239174587
sc_metrics_MsBrainAgingSpatialDonor_4_RF_acc,0.6053383267741526,0.5472895772502222,0.967278151580551,0.5779801955059033,0.9696902374000254,0.9372857686936652,0.9618509584867336,0.5544306207947188,0.751745588421988,0.947917989082138,0.9480449409673734,0.9802907198171892,0.9806398375015868,0.9872413355338326,0.5518281071473912,0.5793131903008759,0.9787990351656722,0.643519106258728,0.5888980576361559,0.6392662181033388,0.9658182049003428,0.892503491176844,0.966770344039609,0.9428716516440268,0.9798146502475562,0.7546337438110956,0.9761647835470356,0.5552875460200584,0.8878697473657484,0.5529389361432018,0.9782594896534214,0.5395455122508569,0.9838453726037832,0.6696394566459312
sc_metrics_MsBrainAgingSpatialDonor_4_RF_f1,0.2734234090202103,0.2017865956887148,0.7501914945873802,0.2610486331171909,0.7591113468273897,0.6645017738713459,0.7380075782270172,0.2058727079487006,0.4264375906523275,0.7589136328706924,0.6968463593639125,0.823065705812587,0.8404342744160245,0.8567577393555064,0.2110978009248744,0.2558726515137136,0.8089992594469654,0.3285310069105855,0.26070095222286,0.3237568872735681,0.7239101866653601,0.5990931052893381,0.7070653999993292,0.6640405746396992,0.8115211371155515,0.4144651091206005,0.7386379047385268,0.2130371461783683,0.7153525880187183,0.2035757850933471,0.809638854493079,0.2082938843353116,0.862557119216212,0.3558485399285712
sc_metrics_MsBrainAgingSpatialDonor_7_KNN_acc,0.5815442790924615,0.5494937789704806,0.9651134423030008,0.5691022200536716,0.9326055135398876,0.8895462307879971,0.9325445230544036,0.547267626250305,0.6752561600390339,0.877531105147597,0.9310807514027812,0.9687118809465723,0.9677665284215662,0.97554281532081,0.5655037814101,0.5811783361795559,0.9622773847279824,0.6412234691388143,0.5910282995852647,0.6347279824347402,0.96081361307636,0.8799707245669676,0.9514210783117834,0.6367711636984631,0.9646560136618688,0.7478958282507929,0.9572151744327884,0.5604415711149061,0.8794218101976091,0.5545254940229324,0.96310075628202,0.5533056843132471,0.9715174432788484,0.5708099536472311
sc_metrics_MsBrainAgingSpatialDonor_7_KNN_f1,0.2771436824637289,0.223288703583897,0.8113774704253799,0.3102984629999898,0.8196956244242185,0.6445500290652492,0.740162392154336,0.2277575141093385,0.3868319726730082,0.6696756686055509,0.7490270013212776,0.8514686581711502,0.8693089727663795,0.8591939174552271,0.2506871026142075,0.290926303086458,0.7764232722864813,0.3569603224599618,0.3001086191942094,0.3451280015303091,0.7823046451646982,0.5904501719474353,0.6984048172155728,0.318149265576568,0.8435145536456439,0.4138555402292262,0.7055580849165582,0.2323589171873053,0.7531781627783876,0.2267864870740923,0.8392970647138216,0.2327880681150803,0.8784128123272309,0.2535290086526229
sc_metrics_MsBrainAgingSpatialDonor_7_LR_acc,0.6168882654305928,0.5579714564527933,0.9609050988045864,0.570352525006099,0.9335203708221518,0.9330324469382776,0.94279092461576,0.5629116857770188,0.7477433520370822,0.8877470114662113,0.937271285679434,0.96724810929495,0.9664552329836544,0.978317882410344,0.5719992681141742,0.5858746035618444,0.958465479385216,0.6529641375945352,0.6169492559160771,0.6418028787509149,0.9673090997804342,0.8820444010734325,0.9487679921932178,0.8223652110270798,0.9680409856062454,0.6928824103439863,0.9555074408392292,0.568949743839961,0.8771041717492071,0.56135642839717,0.9659673090997803,0.5659307148084899,0.972767748231276,0.5800805074408393
sc_metrics_MsBrainAgingSpatialDonor_7_LR_f1,0.3235349002108649,0.2173807036159902,0.7905529093100522,0.3496027371767585,0.862109693210319,0.7853149118160817,0.708349730719905,0.2319201832247943,0.4877602858360907,0.7129147038626485,0.6943804271480103,0.7685867246492601,0.8306957019025967,0.8885950225133359,0.2649437979582123,0.3297540798524131,0.6669679268741835,0.3924209704744524,0.3266202563770223,0.374049428350835,0.7749462147574623,0.564435242272348,0.6905751644448734,0.4539721756405007,0.8385924438956861,0.3320863040329254,0.7022599768010056,0.2720184129759609,0.7526187954175677,0.2461503369161183,0.8378200095072212,0.2307106325955007,0.878443393632683,0.2778153057810059
sc_metrics_MsBrainAgingSpatialDonor_7_RF_acc,0.5979812149304709,0.560655037814101,0.9429434008294706,0.579562088314223,0.9270553793608196,0.8861307636008783,0.9350756282020004,0.5567211515003659,0.7000487923883875,0.9036960234203464,0.9115333008050744,0.9657538424005856,0.966302756769944,0.9756952915345206,0.5642839717004148,0.5919126616247865,0.960356184435228,0.6504635276896804,0.6089595023176384,0.6429007074896316,0.9484020492803122,0.8780190290314711,0.950414735301293,0.8903391070992925,0.9645950231763843,0.7484142473774091,0.9587704318126372,0.5673944864601123,0.8751829714564527,0.565747743352037,0.9622163942424982,0.5595572090753842,0.9707550622102952,0.6540314710905099
sc_metrics_MsBrainAgingSpatialDonor_7_RF_f1,0.2989517777014069,0.2251188935154869,0.7258474795332062,0.2901037345370427,0.7466813957284993,0.6398212397382947,0.7128734140739034,0.2306472265377976,0.3942405922273507,0.7248979867145326,0.6714197709361579,0.8243156497829138,0.8454538641049094,0.8339024550656116,0.2483952992283728,0.2792198265292817,0.7649435015133064,0.3612293947205269,0.3014820419514379,0.3419293144405763,0.708905621465886,0.5829859742513196,0.6981011590590267,0.6198788413059501,0.8233923959745881,0.416499653032411,0.7168365292586495,0.2330182283284705,0.68282844198053,0.2245170938277098,0.8072857738211923,0.2462326867491251,0.8459299348705133,0.3554309030787384
sc_metrics_MsBrainAgingSpatialDonor_8_KNN_acc,0.6159684907924252,0.5602535343523397,0.9739944702384058,0.5906933069017685,0.9592310501330272,0.9156711356878292,0.9512494131149252,0.5697741144556315,0.6984454066461474,0.903437842349627,0.9466065000782512,0.9763941781000574,0.9745422296416087,0.9816109343210392,0.5779644217225729,0.5970577494913663,0.968725546455214,0.6608065105117638,0.6110386561635974,0.6551724137931034,0.9688820491418436,0.8950127810527414,0.9497104700297356,0.7794094631957849,0.9731858730241536,0.6471907767750013,0.964995565757212,0.5709739683864573,0.8915697219468934,0.5711304710730868,0.968751630236319,0.56301841514946,0.9775940320308832,0.5801815431164902
sc_metrics_MsBrainAgingSpatialDonor_8_KNN_f1,0.2821698537742109,0.2226359935589537,0.8207433510824276,0.3085450574744443,0.7934444936933633,0.6601495025665862,0.7587937849191643,0.2332302854030157,0.404963461049702,0.694006077063341,0.738567160631728,0.8354570145308862,0.84824174383148,0.8563233938533112,0.2458501355649451,0.2895573702953899,0.7634614965713749,0.3545067683541391,0.2956687856097367,0.3443996795169317,0.776648874451878,0.6001906902986579,0.6935746259379715,0.4414625681492404,0.8423312893878537,0.2812261238102884,0.7167152791483178,0.2354022093644338,0.7576094915355429,0.2353561163039119,0.8312695316328457,0.2231162123535529,0.8585957152375271,0.2540276111298052
sc_metrics_MsBrainAgingSpatialDonor_8_LR_acc,0.6294016380614534,0.5672700714695602,0.9712035056601804,0.6003182221294799,0.9682821221764308,0.9484845323178048,0.95844853669988,0.5790860243100839,0.7598205435859983,0.9107413010590016,0.9520319265480724,0.9739162188950912,0.9732902081485733,0.9823934477541864,0.5838593562522824,0.5987792790442903,0.9655694089415202,0.6658667640461161,0.6190985445250143,0.6598153268297773,0.9754029944180708,0.8875528196567375,0.9603004851583286,0.8582085659137149,0.9735249621785174,0.6401220720955709,0.9595440555062862,0.3333246387396317,0.8873180656267933,0.57162606291408,0.9729250352131044,0.5572799833063801,0.9766550159111064,0.5892326151598936
sc_metrics_MsBrainAgingSpatialDonor_8_LR_f1,0.3371015315123824,0.2171951204166449,0.7944510406138909,0.3376610865650702,0.8441180391255976,0.7823095618563196,0.7389779508336084,0.2360440231177857,0.4803762849674884,0.7038678892694608,0.7110470370171534,0.7653282749042766,0.8264728117967143,0.8620741216378309,0.2599556063911715,0.3519885112546072,0.6793782973934519,0.4134201782847438,0.3023158013193522,0.3816868397066987,0.8023831605728275,0.5564167533079393,0.70055425496001,0.4919578951235773,0.8321397232737892,0.2738494398766624,0.709286282626511,0.1899357745009185,0.7516367187098534,0.2505601718261382,0.8474591590119815,0.2241989852058854,0.8555550513712492,0.2796644225460361
sc_metrics_MsBrainAgingSpatialDonor_8_RF_acc,0.6184725337784965,0.5679221659971829,0.9589962961030832,0.6008398977515781,0.9556575721216548,0.9039595179717252,0.9525014346079608,0.5771036569461109,0.689968177787052,0.9282956857426052,0.936694663258386,0.9733162919296782,0.9721164379988524,0.9818196045698784,0.5389952527518389,0.603448275862069,0.969899316604935,0.6644060723042412,0.618342114872972,0.6611195158850227,0.9606656580937972,0.8857008711982889,0.9544055506286192,0.9294172883301164,0.9734206270540976,0.5733997600292139,0.9638739631697012,0.5440033387239814,0.8858834576660233,0.5702175387344149,0.9686472951118994,0.5604100370389692,0.9764202618811624,0.6766915332046534
sc_metrics_MsBrainAgingSpatialDonor_8_RF_f1,0.2769329684728481,0.2208492653508559,0.7698201470774492,0.2856679573908304,0.7548271669330996,0.6505335757213339,0.7323843615036852,0.2360046606296082,0.3839959434877397,0.7147370737071981,0.6967265262800159,0.8183612794143597,0.8178385692239691,0.8340806415221937,0.2337335858731359,0.2847914810781191,0.7754112662860305,0.3564143186490248,0.2918722076230284,0.3509393187648004,0.7235811665207503,0.589930145024722,0.71881048407196,0.6585041094860838,0.8299273292317282,0.2813711376597167,0.728821974827206,0.2260849871668728,0.7236033714473791,0.2220880938313693,0.8119835286616806,0.2233558836375923,0.8386475079362321,0.3694611861383409
sc_metrics_cLISI,0.9210181,0.8736925,1.0,0.88650256,0.9996204,0.9987599,1.0,0.87777334,0.9310507,0.9986686,0.9996801,1.0,1.0,1.0,0.8776615,0.90040994,1.0,0.9275593,0.8902102,0.92505527,1.0,0.9978978,1.0,0.98229164,1.0,0.98922414,1.0,0.88872147,0.65448964,0.87068814,1.0,0.8681815,1.0,0.88511634
sc_metrics_isolated_labels,0.481655478477478,0.4625401198863983,0.554779052734375,0.4863996505737304,0.5437281131744385,0.4565014243125915,0.5669606328010559,0.4457226097583771,0.4789587557315826,0.5157951712608337,0.5379729866981506,0.5875158905982971,0.5997288823127747,0.5932962894439697,0.4545316696166992,0.4720163643360138,0.6361868977546692,0.4902603030204773,0.4748075902462005,0.4900892376899719,0.5435419678688049,0.5457372069358826,0.5186811685562134,0.4573620557785034,0.5882580280303955,0.4846529364585876,0.6411992311477661,0.4710007905960083,0.5196340084075928,0.4485627710819244,0.5479775667190552,0.4482908248901367,0.6250934600830078,0.447890967130661
sc_metrics_ASW_label,0.5133585929870605,0.4812410473823547,0.5455135107040405,0.5040048360824585,0.5408088564872742,0.460453987121582,0.5961873531341553,0.5090861916542053,0.4883413016796112,0.5277183651924133,0.5567495822906494,0.620578408241272,0.6112731695175171,0.6016387939453125,0.5010825991630554,0.5046377182006836,0.6387739777565002,0.524368166923523,0.5263063907623291,0.5249841809272766,0.5709656476974487,0.6283445358276367,0.6195899844169617,0.5150444507598877,0.6290438175201416,0.5462387204170227,0.8271282911300659,0.5073980093002319,0.5574715733528137,0.5133086442947388,0.5771992802619934,0.5158208012580872,0.6670784950256348,0.514828622341156
sc_metrics_best_classifier,LR,RF,KNN,LR,LR,LR,KNN,LR,LR,RF,KNN,KNN,KNN,LR,LR,LR,RF,LR,LR,LR,LR,KNN,RF,RF,LR,KNN,RF,KNN,KNN,LR,LR,KNN,LR,RF
sc_metrics_best_classifier_mean_acc,0.6122734671954434,0.5434786465081153,0.9686682916112792,0.5631113363528308,0.9530211139155993,0.9542948189028131,0.9513012177277063,0.5515314424092266,0.7859825752581843,0.9315501319224762,0.9490801254254609,0.9772145759148919,0.9765827561945665,0.983992357021575,0.5604962567805563,0.5754751834638586,0.9721688811707807,0.6466797977907024,0.6114313314922692,0.632798504650645,0.976314555085576,0.8941117513513118,0.9529824113253486,0.8380239292047935,0.9754170512005342,0.7202858330852779,0.9682862390185925,0.5507629343432594,0.8838293170972427,0.5522059604825915,0.9748121224972123,0.5411734488363253,0.9777421481515787,0.6561709885330548
sc_metrics_best_classifier_mean_f1,0.3150160155861844,0.2057294038059573,0.8106700753588141,0.31645091449911433,0.8415173011262185,0.787851624371301,0.755527102329551,0.21693277428190197,0.5118003529400471,0.7327294362811348,0.7509990136999279,0.8278468877524743,0.8454292280998992,0.8779499473652215,0.24971539880310628,0.32378308709363524,0.7883662381617601,0.38220080814980617,0.30643428590596716,0.3650534128510857,0.7913260542112814,0.5960357283176022,0.7007716282843692,0.5859241292890618,0.8229749841657352,0.37108435766078784,0.7319167277353852,0.21756484205336926,0.7485050654799487,0.2305710698185694,0.834181925359685,0.207913800393083,0.852133784477687,0.34646909341871834
bio_metrics_scgraph_scGraph_Rank_PCA,0.8702380952380953,0.719047619047619,0.8720238095238096,0.855952380952381,0.9089285714285716,0.6089285714285715,0.8535714285714286,0.7005952380952383,0.7791666666666668,0.8333333333333334,0.9035714285714284,0.9440476190476192,0.8785714285714287,0.9428571428571428,0.8607142857142858,0.6886904761904763,0.9047619047619048,0.8946428571428573,0.8077380952380953,0.9291666666666668,0.755952380952381,0.7934523809523811,0.6613095238095239,0.8750000000000002,0.7994047619047621,0.7136904761904763,0.9500000000000002,0.7398809523809524,0.9285714285714286,0.911904761904762,0.8910714285714285,0.4946428571428572,0.9327380952380953,0.7714285714285716
bio_metrics_scgraph_scGraph_Corr_PCA,0.9643529974533006,0.869764971628096,0.9600611221732712,0.924438180547966,0.9527504061713066,0.7839593485831404,0.9640107777943066,0.8285374051209595,0.8503293382201089,0.9143081649943692,0.9832729194170716,0.9873119025585982,0.9616869621633232,0.9881947166998112,0.956815641530996,0.8345541946949364,0.971264605717422,0.9813220427651276,0.9335054497616966,0.985038915035837,0.9213498727946428,0.8926379952838183,0.8117149986651959,0.9303051295939372,0.9352508159509936,0.864511672207958,0.9860258027725524,0.8943870859790517,0.964014026395034,0.9755127052540116,0.969891297993264,0.734260389897268,0.9789090088604814,0.883260193923894
bio_metrics_scgraph_scGraph_Corr_Weighted,0.908699093463932,0.6811836087832679,0.8903017718864392,0.8117716265794055,0.8878398797079917,0.5129794996548981,0.8923173220583088,0.5959167638956272,0.7242828701215243,0.8576045550687876,0.9319667961586522,0.9735681691747338,0.9207932886859072,0.9660114790731094,0.9080565741808246,0.622079059651624,0.9223438699541718,0.9454570375897512,0.8374449456782251,0.962326494319384,0.7753250100668553,0.7325774668106393,0.6266927785009125,0.8445261077503016,0.8654246306480253,0.6619211002195732,0.9577999349772526,0.6744309122121332,0.9209388242201816,0.9137410244543236,0.9207137198551912,0.2395986366685904,0.949850799585706,0.7214814652583191
